board_idx,InitialPuzzle,CompletePuzzle,BoardSize,ColorCount,NumberOfLines,v
1908,74x11xxxx3275x3x2xx65xx46,7441177443275432254655546,5,7,14,0.5
866,4xxxxxx2xx14xxxxx3xx3xx1xxxxx2xxxxxx,444444221114211333213311211112222222,6,4,16,0.25
2844,xxxxxxxx6xxxx4xxxxxx5xx71xxxxxxxx2xxxx7x21xxxxx6xx53xxxxxxxx4xxx3xxxxxxxxxxxxxxxx,666666666677744444675777114675522214677521114666555334444444434433333334444444444,9,7,25,0.28
2674,xxxxxxxx5xxxxxxx36xxx365xxx7xxxxxxxxxx4xxxxxx17xx12xxxxxxxxxxx42,5555555556666665363333653337777744444447411111774122222244444442,8,7,20,0.35
1265,xxx23xxxxxxx1xxxxxx1xx2x3,2222323333231112333122233,5,3,11,0.2727272727272727
613,x1273x4xxxx4x73x5xx21x566,1127314273142731522215566,5,7,10,0.7
2849,xxxxxxxxxxx97x72xx4xx6xx5xx9xxxx2xxx6xxx8xxxx3x15xxxxx4xxxx3x8xxxxxxxx1xxxxxxxxxx,444444444499777224496655524996552224666588884331511184431113184433333114444444444,9,9,31,0.2903225806451613
2609,xxxxxxxxxxxx96xxxxxxxxxx86xxxxxxxx1xxxxx5xxx7xxxx353x2xxxx27xxxxx98xxxxxxxxx14xx4,111111111199966661198888861198333311198355377198335372198827772199822222111114444,9,9,27,0.3333333333333333
1605,3x452xx5xxxx43xxxxxx112xx,3445234552344323333211222,5,5,11,0.45454545454545453
1378,xxxxx4xxxxx2x2xxx1x3x4xxxxxxxx3xxxx1,444444422222423331433431444431333331,6,4,12,0.3333333333333333
1271,2xxx31x4xxxxxxx1xx3x4xxx2,2222314423142231423344222,5,4,11,0.36363636363636365
272,54xxxx132xx13xxx42xx5xxxx,5444451324513245422454444,5,5,9,0.5555555555555556
1326,xxxxxx1x1xxxxxx2x3x24x3x4,2222221112244422434244344,5,4,10,0.4
1509,xxxxx223xxx3xxxxx4xxxxxx5x1x5x4x1xxx,222222233333555554544454541454441444,6,5,13,0.38461538461538464
2547,xxxxxx5x1xxxx2xxxxx34xx452xxxxxx1xxx3xxxxxxxxxxxx,4445555414522241452344145234411113443333344444444,7,5,13,0.38461538461538464
2058,xxx1x2x5x4xxxxxx12xx3465xx6xxx3xxxxx,333112353412353412353465356665355555,6,6,12,0.5
449,6xx2x11x32x56x7x4x3xx5x47,6662211632556375443755447,5,7,13,0.5384615384615384
2560,xxxxxxx31xxxxxxxxx713x2xxx45x5xx7xxx6xx4xx62xxxxx,3333333311111355557135225745552574566254456225555,7,7,19,0.3684210526315789
1936,773x24xxxx51x3x51x2x4xx66,7733244432514325142244466,5,7,11,0.6363636363636364
2319,8xxxxxxxxxxxxx27xxxxx65xx7xxxxxx3xxxxxxxxxx51xxx2xxxxxx4xxxxxxxxxxxxx16xxx8xx43xx,811111111812222771812655571812663551812263351811266333841116663844411163888444333,9,8,37,0.21621621621621623
1331,2x4xx1xx2xxxx1x34xxxxxxx3,2244412224111143444433333,5,4,10,0.4
1859,xxxxx51xx5xxx14x3x4x23266,5555551115222142324423266,5,6,12,0.5
1648,x13xxxxx53xx224xxxxxxx154,1133315553152241555411154,5,5,11,0.45454545454545453
1800,1xx34xxx6x1365x5xxxx2x24x,1333413664136545555422244,5,6,10,0.6
1096,xxxxxx31xx1xxxxx4xxxxxxxx32xx2xxxxx4,333333311113444443433333432222444444,6,4,10,0.4
1111,xxxxxxx4xx13x3xx4xxxxx2xx1xx2xxxxxxx,333333344113334144444124411124444444,6,4,15,0.26666666666666666
245,xx14xx5534x3xx2x2xxxxxxx1,1114415534133321222211111,5,5,10,0.5
1137,x72xxxxxxx3xxxx12x7xx6xxxx155634xxx4,772222733332731122731666331556344444,6,7,15,0.4666666666666667
747,x4xxxxxxx23xxx6xxxxxxx31xxxx2541xx65,441111411231416231416231416225416665,6,6,13,0.46153846153846156
2155,xxxxxxxxxxxxxxxx2xxx4xxxx4xxx8x3xxxxxx7x85xxxxxxx16x3xxxxx7xxxxx2xxxx65xxxx1xxxxx,777777777722222227724444447728833337727885537727116537727176557727176657777177777,9,8,23,0.34782608695652173
2793,3xxxxxxx31xxxxxxxxxxx7xxx2xxxxxxxx4xxxxxxxxxx71xxx6xxx6x5xxxxxx2xxxxxxxxxxxxx45xx,333333333111115555777715225711115245715555245715666245665622245266624445222224555,9,7,27,0.25925925925925924
1457,xxxxx4xxxxxxx1xxxxx3x4xxxxxxxx223xx1,444444411111413331433431444431223331,6,4,13,0.3076923076923077
763,xxxxx6x5xx11x3xxxxx4x42xxx3xxx6xxx25,666666655511633555643425643425644425,6,6,13,0.46153846153846156
1270,xxxx112xxxxxx4x2xxxx3x4x3,1111112333223432334333443,5,4,13,0.3076923076923077
1143,453xx7xx5372x6xxxxxxx86x84x11xxxx2xx,453377455372466662448862848112888222,6,8,18,0.4444444444444444
1388,xx4xxxx2xx4xxxxxxxx1x31xx3xxxxxxxx2x,444222422242444442113312133112111122,6,4,18,0.2222222222222222
2452,xxxxxxxxxxxxxxxxxxxx5xxxxxxxx3xx2xxxxx6xxxxxxxx16xxxxxxxxx3xxxxxx4x2xxxxxxxx5xx41,111111111144444441145555541143332541146632541141632541141132541144122541111155541,9,6,20,0.3
858,231xxxxxxxxxxxx4xxxxx1xxx4x3xxx2xxxx,231111233331244431241131241331221111,6,4,13,0.3076923076923077
3024,7592xxxxxxxxxx3xxxxxxxxxxxxxxxxxxxxx5xxx8xxxxxxx3xxxxxxx7x9xxxxx1xxx6xxx1xxxx4xxx68x2xxxx4xxxxxxxxxx,7592222222759933333275599999327755555932877777793286666679928611166662861444442286842222248884444444,10,9,35,0.2571428571428571
3300,5x6xxx1xxxxxx342xxxxxxxxxxx25x13x46x,556666155556134256134256134256134466,6,6,12,0.5
1176,xxx22x1xxxxxxxxxx3xx1xxx3,3332231333311133331311113,5,3,11,0.2727272727272727
2812,xx8xxx256x5xx7x3xx8x21xxxxxxxxxxxxxxx1xxxxxx4x7xxxxxxxxx3xxxxxx6xxxxxxxxxxxxxxx4x,888222256852273356852173556551173566511773564577733564553335564655555664666666644,9,8,39,0.20512820512820512
2108,x23xxxxxxxxx5xxx1xxxxxxxxxxxx2xxx5x4xx1x4x3xxxxxx,2233333244445324114532441453224145344414433333333,7,5,16,0.3125
1940,5xx571x14x664xx2xx7x33xx2,5555711147664472227733222,5,7,11,0.6363636363636364
1568,xxxxxx5x52xx143x14xx23xxx,2222225552211432144323333,5,5,10,0.5
973,4xxxx2x3xxx5xxxxx4xx125xxxxx1x3xxxxx,444222334255344254341254341114344444,6,5,14,0.35714285714285715
1681,3xxxxxx2x562x4x1x1xx5x6xxxxxxxx3xxx4,322222325562345161345161344111334444,6,6,15,0.4
3322,x23xxx2xxx5xxx1xx4x1xxx3x4xx5xxxxxxx,223444233454331454311453344453333333,6,5,16,0.3125
268,xx45xxxx3x432xx5112xxxxxx,4445543335432255112555555,5,5,11,0.45454545454545453
1944,4xx461x16x2xxxxxx55x27337,4444611166277772755727337,5,7,10,0.7
3296,xxxxxxx1xxxxxxx4xxxxxxxxxx24xx3x12x3,333333312223312423312423312423311223,6,4,10,0.4
2417,4xxxxx7x5xx61xxx3xx2xxxxxxxxxxxxxxxxxxxxxx54xxxxxxxxx16x327xxxxx,4446667755461667354211673542216735442167355421673222216732777777,8,7,24,0.2916666666666667
2817,x7168xxxxx5xxxxxxxxxxxxxxxxxx1xx236xxxxx248xxxxx4xxxxxxx37xxx5xxxxxxxxxxxxxxxxxxx,771688888751666668751333368751322368753324888753444777753777757755555557777777777,9,8,26,0.3076923076923077
1745,xxxx14xx23xx1x523x6xxxxxxxx5xx6xxxx4,111114122334125234625224625524622224,6,6,14,0.42857142857142855
801,x45xxxxxxx3xxxxxxxx3x2xxxxx24x1xxx15,445555433335434445434245444245111115,6,5,12,0.4166666666666667
3286,45xx1xx43xxxxxx1xxx2xxxx3xx5xx2xxxxx,455511443551333151321151321551221111,6,5,18,0.2777777777777778
936,342xx1xxxxxxxx2xxxxx4xx1xxxxx3xxxxxx,342221344421322421324421322223333333,6,4,13,0.3076923076923077
2703,x31xxxxxx2xxxx4xxxxxx3xxxxxxxxx5xxxx5xxxxx1xxx6xxx246xxxxxxxxxxx,3315555532154445321543353215443532155433321444633224666333333333,8,6,22,0.2727272727272727
1534,5xxxxxx2x34x2xxxxxxxxx1xx4x1xxxxxx35,555555223345233445334415344115333335,6,5,19,0.2631578947368421
769,57xxx7x6x62xxxxxxxx1x4x2x4x5x313xxxx,577777566622555552114452144553133333,6,7,15,0.4666666666666667
1077,xxxxx4xxx32xxx1xxxxxx3xxx1xxxx42xxxx,444444433322431112433312411112422222,6,4,11,0.36363636363636365
1323,xxxx4x23x3xxxx2x1xx1xxxx4,4444442333422224111144444,5,4,7,0.5714285714285714
294,xx45xxxx25xxxxxxxx13423x1,4445542225423334231342311,5,5,11,0.45454545454545453
813,xxxx23xx31xxxxxxx4xx1xxxxxxx2xxxxxx4,222223233133231134231334233324222224,6,4,16,0.25
1819,43351xxxx1xx6xxxxx5x4226x,4335145551456664555642266,5,6,11,0.5454545454545454
2991,xx9xxxxxxxxx1017x4xxxxx113xxxx4xxxxxxxxxxxxxxx1110xxx8xxxxxxxxxx2x61x7xxx8xxxxxx3xx5xxxxxxxxxxx296xxxxx5,99911111119101017744419101133777419101111333711910101111103718991010101037182961173718296617371529961777152296111115,10,11,43,0.2558139534883721
2316,1x2xxxxxx6x5xxxxxxxx7xxxxxxxxx7x3xxxx6xxxxxxxxxx3xxxxxx4x21xxxxxxxx45xxxxxxxxxxxx,112222222615555552617711152611713152661113152222333152242211152244445552222222222,9,7,27,0.25925925925925924
2979,xxxxxxxxx9xxxxxxxxx8xxxxx4xx41xxx10xx52xxxxxxxxxx2xxxx310x1x5xxxxxx76xxxxxxxxxxx6xxx8xxx3x7xxx9xxxxxxx,99999999999888888888981114444198110115221981101015521981310115519813376661981137776198813337719991111111,10,10,36,0.2777777777777778
770,2xx1xx5xx24x3xxxxxxx4xxxxx5xxx3xxxx1,222111552241355541344541345541344441,6,5,15,0.3333333333333333
2409,3xxx2x36xxx1x44xx2xxxxxx51xxxxxx5xxx6xxxxxxxxxxxx,3332233663213446321344635134463553446333344444444,7,6,15,0.4
3271,2xxxxxxxxxxxxxx3xxxxxxxxx1xx21xxxxx3,211111212221212321212321212321222333,6,3,10,0.3
2091,xxxxx51562xxxxxxxx3x3x4xxxx1xxxxx26xxxxx4xxxxxxxx,5555551562111166213336421111642222664444466666666,7,6,16,0.375
861,1xxxxx2xxxxxx3x4xxx1x2xxxxxx4x3xxxxx,111111222221334421314221314441311111,6,4,12,0.3333333333333333
2048,xxxxxx1x1xxxxx33x2x44xxx2,3333331113344433424444222,5,4,11,0.36363636363636365
1059,1xxxxxxx23xxxx14xxxx4xxxxx3xxx2xxxxx,111111222331211431214431213331211111,6,4,12,0.3333333333333333
1238,xxxxx13x3xxxx2xx1xxxxxxx2,1111113331222212111122222,5,3,8,0.375
462,xxxxx2xx12xx4xxx53xx1x534,2222221112114441533415534,5,5,13,0.38461538461538464
1514,3x4xxx1xxxxxxx2xxx5xxx3xx41x2x5xxxxx,334444133334112234511234541224544444,6,5,17,0.29411764705882354
2297,xxxx81xxxxx5xxxxxxxxxx3x9xxxxx64xx2xxx2xxxxxxxxxx4x3xxxx6xxxxxxxxxx1x59xx87x7xxxx,888881111855222221852233921852643921852643991856643391856555591855511591887771111,9,9,30,0.3
2484,32x4xx3x1xx42xxx1xxxxxxxx,3224433214442144111444444,5,4,11,0.36363636363636365
252,x34xx3215xxx1xxx5xxxx24xx,3344432154221542555422444,5,5,12,0.4166666666666667
1802,61x53x6xxxxxxx3x22x5x14x4,6115366153111531225511444,5,6,12,0.5
993,5x52xxxxxx6xx434xxxx3xx16xxx2x1xxxxx,555222666662643422643421644421111111,6,6,13,0.46153846153846156
1650,xxxxxxx42xx4xx5x52113xxx3,5555554425542255521133333,5,5,11,0.45454545454545453
2565,2x2xxxxx5xxxxx4x17x34x6xxxx6xxxxxxx7xxx8xxxx5xxxxxxxxx3xxxxxx18x,2223333355534443175346631756663317577738175557381777773811111188,8,8,22,0.36363636363636365
368,xxxx3x2x53x421xxxx4xxx51x,5555352253542115444155511,5,5,12,0.4166666666666667
2135,2xxxxxx6xx3567xxxxxxxx3xxxxxxxxxx4xxxxxxxxxx1xxxx1xx245xxxx7xxxx,2555666625356777253333372555555724444457211114572122245722277777,8,7,20,0.35
1303,31xx3xxx1xx4xxxx2xx2xxxx4,3111333313443334222244444,5,4,11,0.36363636363636365
3020,xx7xxxxxxxx69xxxxxxxxxxxxxxx3xxxx43x5x9xxxxxxxxxxxxxx1x10xxxxx262xxx10xxxxxx5xx1xx78xx8xxxxx4xxxxxxxxx,77744444447694333334769439993476943959947699995554766111010105472621111054722255115478888555544444444444,10,10,35,0.2857142857142857
1623,xxxx3522xx45xxx43xxx1xxx1,5555352253455534333311111,5,5,9,0.5555555555555556
2531,xxxxxxx4xxxxxxx24xxxx13xx23xxx1xxxxx,222222244442222242111132123332122222,6,4,12,0.3333333333333333
1589,1xxx1xxx5x24x3x5423xxxxxx,1111122255242355423555555,5,5,10,0.5
2130,6xxx5xxx3xxxx1416x3xx4x29xxxx89xxx87xxxxxx7x5xxxxxxxxxxxxxxxxxx2,6666511133365141663654429666589298875892987758929888889299999992,8,9,23,0.391304347826087
263,5x13x5x62x4xxx3x16xxxxx42,5113351623416234162244442,5,6,11,0.5454545454545454
967,876x728x6x325xxxx4x1x1xxxx53xx4xxxxx,876772876732577734511134555334444444,6,8,14,0.5714285714285714
701,xx52xxxxx46xxxxxxx54xxxx6xx21x3xxx31,555222544462546662546222666211333331,6,6,15,0.4
341,1xxxxxxx3xx12xxxxx2xx3xxx,1111133331312213112133111,5,3,11,0.2727272727272727
2468,xxxxxxxxxx4xxxxxxxxxxxx616xxxxxxxx1xx5xx2x5x2xxxx3xxx3xxxxxx4xxxxxxxxxxx7xx7xxxxx,222222222244446662222246162333244112353224552353334453355555453333335553777733333,9,7,32,0.21875
393,xx4x54xxx3xx3xxxxxxx52112,4445545553553335222252112,5,5,14,0.35714285714285715
1679,36x4x1x5x413xxxxxxxxxxxxx2256xxxxxxx,366411356413356663355563322563333333,6,6,14,0.42857142857142855
3137,1xx4xxxx43xx7xxxxx7xx563xxxxxxxxxxxxx62x1xx52xxxx,1444333143337311117735631113563331356623135522333,7,7,23,0.30434782608695654
2188,152x4xxxx3x5xxxx124x3xxxx,1524415243152431124333333,5,5,8,0.625
1184,1xxxxxxxxxx312xxxxxx2xxx3,1111122221231212311123333,5,3,9,0.3333333333333333
1351,12xx2xxxxxxx43xxxxxx431xx,1222211111444314333143111,5,4,10,0.4
784,xxxxxx3xxxxx5x2x63xx6241x54xxx1xxxxx,333333366663562263566241554441111111,6,6,15,0.4
1512,2xxxxxx15x4xxxxx3xxx4xxxxxxxx1xx25x3,211111215441255431254431255531222533,6,5,15,0.3333333333333333
2498,1xx14xx34xx25xxxxx2xxx35x,1111433344325553222533355,5,5,11,0.45454545454545453
1603,xxxx1x54xxxxxx12xxx25x433,2222125421254212542255433,5,5,9,0.5555555555555556
7,3x3x2xxxx1x41xxxxxxxxxx24,3332222221241112444422224,5,4,11,0.36363636363636365
3251,xxxxx4x3xx32xxxx4x152xxxxxxxx5xxxxx1,444444433332444442152222155555111111,6,5,10,0.5
2662,47xxxxxxxxx5xx1x64x7xx6xxxxxxxxxx1xxxxx3xxx5xxxx23xxxxxxxxxxxxx2,4775555544751115647716656111165561666653666555532333333322222222,8,7,26,0.2692307692307692
2826,xxxxxxxxxx2xxx25xxxxxx1x3xxx64xxx5xxxxxx7xxxxxxxx1xxxxxx36xxxxxxxxx4xx7xxxxxxxxxx,111111111122222551111113351664333551644377771643311171643666171644446171666666111,9,7,28,0.25
1136,x45xx5xxxxx2xx17x3xx16xxxx2xx3x46xx7,445555422222421773421673422673446677,6,7,14,0.5
1977,xx2xxx26x353x4xxx1xxxx1xxx7x5746xxxx,222333266353446551466511467557467777,6,7,20,0.35
1989,xx6774x5x5xxx1xxx26xx2xx1xxxx43xxxx3,666774655544614442614222114444333333,6,7,15,0.4666666666666667
2823,41xx6xxxxx6xxxxx2xx4xxxxxxxxxxxxxxxxx5xx1xxxxxxxxxxxxxxx73xxxxxx52xxxxxxx73xxxxxx,411166333466116323446616323777616323757616323757666323757333323752222223773333333,9,7,25,0.28
1761,xxx213x4x5xxxxxxxxxx516xxx46xxxxx23x,222213245513245113245163244663222233,6,6,14,0.42857142857142855
1721,51xxxxxxxx436xx3x4xxx122xxxxx5xxxxx6,511333551343651344651122655555666666,6,6,15,0.4
1667,xxxxxxx4xx4xx1553x663xxxxxxx2x21xxxx,111111144441115531663331222221211111,6,6,12,0.5
1606,xxxxx42x3x15xx41xxxx5xx23,4444442234152341523355223,5,5,12,0.4166666666666667
2360,xxxxx2x5xx4xxxxxxx13xxxxxxx2xxx1x354,222222255544222554132254133254113354,6,5,18,0.2777777777777778
2885,8xxxxxxx2xx4xxxx3xxxxx91xxxx34xxxx82xxxxxxxxx76xx6xxxxxxxxxxxxxx105xxxx91xxxx75xx10,83333333283488883283489188283489118288889911176666999171010101010109171055551091777775101010,9,10,31,0.3225806451612903
2499,xxxx543xxx12xxxxx34x1x25x,4444543345123451234512255,5,5,10,0.5
1132,85114xxx57xxx6247xxxxxxxx6xx23xxx83x,851144855774862474862444862223888833,6,8,16,0.5
1845,6xx642155xxx12xxxxxx3x34x,6666421554211242222433344,5,6,10,0.6
2446,xxxx1xx82xxxxxx2xx134xx64xxxxxxxxxxxxxxx8x7xxx37xxxxxxx56xxxx5xxxxxxxxxxxxxxxxxxx,111118882133388222134386444444386664433387764437777664456666654455555554444444444,9,8,31,0.25806451612903225
1003,xxxxx2xxxx44xx1xx6x5x1xxx3365xxx2xxx,222222255544251556251156233656222666,6,6,15,0.4
3025,xxxxxxxxxx9xxxxxxxxx1036xxxxxxxx2xx5xxxxxx8xxx256xxxxxxxx711xx1xx7xxxxxxxx81xxxxxxxx10xx34x4xxxxxxxx119x,999999999993333333391036666663910222555639108822256391010877771139110871111111139110811133339110101113444911111111111199,10,11,32,0.34375
3259,xxxxx3xx14xxxx5xxxxxxxx3x15x24xx2xxx,222223211423215423215423215424222444,6,5,11,0.45454545454545453
1564,4x53xx1xxxxxxxx4xxx2xxxxxx5x2x1xxx3x,445333145553144453125553125223122233,6,5,16,0.3125
2572,7xx12xxx1xxxx35x6xx7xxxxxxxxxxxxxxxxxxxxx3xxxxxx65x4xx4x2xxxxxxx,7771222211711352617713526111135263333352635555526554444222222222,8,7,21,0.3333333333333333
1760,xxxxxxxxxx1x416x2x355xxxx3xx2x6xx4xx,444444411114416624355624336624666444,6,6,15,0.4
357,xxx11x3xx2xx443xxxxxxxxx2,2221123222234432333322222,5,4,10,0.4
196,3xxx1xxx3xx4x2xxxx4xxxx21,3333122231242212444122221,5,4,10,0.4
636,x7244x326xxxx5x73x6x11xx5,7724473266735567356611555,5,7,12,0.5833333333333334
750,xxxxxx21x63x4xxxxxxxx35xx1265xxx4xxx,222666212636412336412356412656444666,6,6,15,0.4
202,5x2xx3x44xx5xxxx2x31xxxx1,5522235442352223223133331,5,5,12,0.4166666666666667
774,x1xxx4xxx1x3xx24xxxx2xxxxxxxxxxxxxx3,114444144113142413142413144413111113,6,4,13,0.3076923076923077
413,xxx24121xx3xxxxxxx3x4xxxx,1112412124322243333444444,5,4,10,0.4
